problema,geracao,n_pool,k_ei,k_mu,nao_greedy,d_mu,d_sg,d_ei_pool,mu_sel,mu_min,sg_sel,perc_mu,perc_sg,ei_sel,ei_do_argmin_mu,ganho_ei,rsid_sel,rsid_frac
BBOB_F1,1,216,16,16,False,4.3875589668892455e-08,9.111507898676687e-09,3.7626057907723424e-08,-0.16307415068149567,-0.16307415068149567,0.0680709183216095,0.0,0.6666666666666666,0.18978996923156696,0.18978996923156696,0.0,True,0.004629629629629629
BBOB_F1,2,220,64,64,False,2.1941244543844412e-08,2.770717030566079e-08,1.792232549651862e-08,-0.23513206839561462,-0.23513206839561462,0.11222359538078308,0.0,0.9954545454545455,0.2889341188247016,0.2889341188247016,0.0,True,0.004545454545454545
BBOB_F1,3,220,4,4,False,2.815129047928673e-08,3.077212833646021e-08,2.7600083398228086e-08,-0.3069900870323181,-0.3069900870323181,0.10124953091144562,0.0,0.8818181818181818,0.3131876999574535,0.3131876999574535,0.0,True,0.004545454545454545
BBOB_F1,4,224,103,103,False,0.0002534210015523571,0.0064040611766666925,0.0002071368517965812,-0.08540360629558563,-0.08540360629558563,0.02790018357336521,0.0,0.375,0.10417563366817463,0.10417563366817463,0.0,False,0.0
BBOB_F1,5,224,111,111,False,5.9536385342424745e-06,0.00039386169749196676,4.4183485824218164e-06,-0.12656424939632416,-0.12656424939632416,0.049914952367544174,0.0,0.39732142857142855,0.14683797082040953,0.14683797082040953,0.0,False,0.0
BBOB_F1,6,228,11,11,False,1.4319383214653105e-08,2.017004021177556e-08,1.3418204442955463e-08,-0.15639127790927887,-0.15639127790927887,0.027606386691331863,0.0,0.5482456140350878,0.1668946580260294,0.1668946580260294,0.0,True,0.0043859649122807015
BBOB_F1,7,228,23,23,False,1.8341022053519783e-05,0.011797065929841012,1.4422129469945075e-05,-0.054436828941106796,-0.054436828941106796,0.010164557956159115,0.0,0.6666666666666666,0.06922909629487232,0.06922909629487232,0.0,False,0.0
BBOB_F1,8,232,5,1,True,0.0029448152920088662,0.04552854099430465,0.004027882526075206,0.00655381428077817,0.0065305717289447784,0.001610592589713633,0.017241379310344827,0.08189655172413793,0.0015540030688399715,0.0015365137567402004,1.748931209977103e-05,False,0.0
BBOB_F1,9,232,89,89,False,2.3101601771717152e-08,1.9232758405052e-08,1.3276399061743286e-08,-0.05237755551934242,-0.05237755551934242,0.006963210180401802,0.0,0.521551724137931,0.09113957872673524,0.09113957872673524,0.0,True,0.004310344827586207
BBOB_F1,10,236,33,35,True,9.726359369411865e-05,0.029714830854013993,0.0002805979902516356,0.033424489200115204,0.033417802304029465,0.0013140850933268666,0.0211864406779661,0.6101694915254238,0.002481839685084933,0.002480414038793078,1.4256462918548797e-06,False,0.0
BBOB_F1,11,236,48,48,False,5.8530871700729405e-05,0.011599919941226788,0.0007810474221454442,0.022122090682387352,0.022122090682387352,0.0014491811161860824,0.0,0.2288135593220339,0.00201682089771161,0.00201682089771161,0.0,False,0.0
BBOB_F1,12,240,120,120,False,3.376792522499494e-08,1.346169573710382e-09,1.4979700758157012e-07,0.04141247272491455,0.04141247272491455,0.0007785401539877057,0.0,0.06666666666666667,0.009335390350139118,0.009335390350139118,0.0,False,0.0
BBOB_F1,13,240,73,73,False,4.94223869061655e-09,1.2181420716377508e-09,3.4653375784820476e-10,-0.002016607439145446,-0.002016607439145446,0.011694828048348427,0.0,0.36666666666666664,0.02742905823598908,0.02742905823598908,0.0,True,0.004166666666666667
BBOB_F1,14,244,128,128,False,1.8371701093815885e-08,3.3607071500855125e-08,1.143628877523969e-08,-0.004944890737533569,-0.004944890737533569,0.002619453938677907,0.0,0.45901639344262296,0.007900967863782082,0.007900967863782082,0.0,True,0.004098360655737705
BBOB_F1,15,244,122,122,False,3.3500126459093045e-08,3.081087231611649e-08,7.662307203499687e-08,0.026621012017130852,0.026621012017130852,0.0036562380846589804,0.0,0.32786885245901637,0.011626567693308523,0.011626567693308523,0.0,False,0.0
BBOB_F1,16,248,124,124,False,3.6302956631807107e-09,7.973655239779534e-10,3.6301094106488244e-09,-0.006323351990431547,-0.006323351990431547,0.0015321483369916677,0.0,0.5040322580645161,0.0063235333047030684,0.0063235333047030684,0.0,False,0.0
BBOB_F1,17,248,2,2,False,0.0028583360535696218,0.011874668548075264,0.0020697973865477287,0.003964645322412252,0.003964645322412252,0.0012614937731996179,0.0,0.1774193548387097,0.005448404256757901,0.005448404256757901,0.0,False,0.0
BBOB_F1,18,252,81,81,False,0.0011361834267567318,0.04654497828838514,0.0003363706981423252,0.001720143249258399,0.001720143249258399,0.001111494260840118,0.0,0.36904761904761907,0.005801859602099087,0.005801859602099087,0.0,False,0.0
BBOB_F1,19,252,76,237,True,5.054449206816044,20.06805288460612,0.07654795570244027,0.1208602711558342,0.11407003551721573,0.05157783627510071,0.6904761904761905,0.9444444444444444,0.00046335100917749934,0.0004191725192939132,4.417848988358614e-05,False,0.0
BBOB_F1,20,256,108,108,False,0.014541446503811286,0.0017758502357104755,0.0010276438552414718,-0.0024351521860808134,-0.0024351521860808134,0.012787877582013607,0.0,0.39453125,0.034587112969661174,0.034587112969661174,0.0,False,0.0
BBOB_F1,21,256,53,53,False,7.086750029463863e-09,4.229116264111293e-08,3.7223532431165877e-10,0.00022404204355552793,0.00022404204355552793,0.0054688528180122375,0.0,0.78125,0.012691746638154117,0.012691746638154117,0.0,True,0.00390625
BBOB_F1,22,260,33,33,False,3.2964117739663306e-08,2.9627474234801133e-08,7.527440465526062e-08,0.025117481127381325,0.025117481127381325,0.0047286213375627995,0.0,0.31153846153846154,0.010822063760738038,0.010822063760738038,0.0,True,0.0038461538461538464
BBOB_F1,23,260,130,130,False,3.314805083854184e-08,8.274119764631828e-10,3.004678433539557e-07,0.027006467804312706,0.027006467804312706,0.002167171100154519,0.0,0.25384615384615383,0.002598856957789011,0.002598856957789011,0.0,False,0.0
BBOB_F1,24,264,133,133,False,0.00013154321149778218,0.023957742123829145,0.0006383163541222785,0.0382692888379097,0.0382692888379097,0.0011552352225407958,0.0,0.2159090909090909,0.007880403049474549,0.007880403049474549,0.0,False,0.0
BBOB_F1,25,264,132,132,False,0.00044005695648372906,0.02747103310200992,0.0027282016183273546,0.039977021515369415,0.039977021515369415,0.002722605364397168,0.0,0.29924242424242425,0.0068861044051128605,0.0068861044051128605,0.0,False,0.0
BBOB_F1,26,268,114,47,True,0.04305737982786224,0.07196069644841781,0.003477539572141145,0.06255833059549332,0.058890555053949356,0.023026032373309135,0.007462686567164179,0.022388059701492536,0.0016605435504820042,0.0016131869210830275,4.735662939897665e-05,False,0.0
BBOB_F1,27,268,134,61,True,1.1697088792523178e-08,3.420364279618968e-08,2.6598299922270325e-08,0.01874404028058052,0.01871686801314354,0.0065889921970665455,0.022388059701492536,0.3694029850746269,0.00889477946094589,0.008845720504925238,4.9058956020650926e-05,False,0.0
BBOB_F1,28,272,110,110,False,2.0954378086936082e-08,4.511152531128646e-09,1.4686209271514924e-08,0.006756430957466364,0.006756430957466364,0.00349486549384892,0.0,0.36764705882352944,0.009601208318542992,0.009601208318542992,0.0,True,0.003676470588235294
BBOB_F1,29,272,138,101,True,0.007220590183763296,0.03217427918088227,0.0014292480504423475,0.01759929582476616,0.017396820709109306,0.011490304954349995,0.09926470588235294,0.5625,0.012065906666122943,0.012010599538925543,5.5307127197399414e-05,False,0.0
BBOB_F1,30,276,17,229,True,1.0254878791888506e-08,7.219989411669005e-09,1.6142376329850704e-08,0.0501067116856575,0.046921197324991226,0.027191447094082832,0.7971014492753623,0.9057971014492754,0.0037049014577207797,0.0032224073043232142,0.00048249415339756546,True,0.0036231884057971015
BBOB_F1,31,276,94,94,False,3.681537401127426e-08,2.7807216284447962e-08,3.1126765042545724e-07,0.033158667385578156,0.033158667385578156,0.0019479008624330163,0.0,0.15217391304347827,0.003833707800435839,0.003833707800435839,0.0,True,0.0036231884057971015
BBOB_F1,32,280,140,140,False,3.063743835762055e-09,8.07677308334013e-09,9.89704618043254e-09,0.02847878634929657,0.02847878634929657,0.0032981503754854202,0.0,0.31785714285714284,0.008748646861866504,0.008748646861866504,0.0,False,0.0
BBOB_F1,33,280,140,73,True,1.771349724299019e-08,3.71693630391088e-08,8.841800263468156e-07,0.17201177775859833,0.15930800139904022,0.04461875185370445,0.8714285714285714,0.9,1.2893003782147e-06,9.728069804209277e-07,3.164933977937723e-07,True,0.0035714285714285713
BBOB_F1,34,284,142,142,False,9.761347779420261e-09,7.554887444273907e-09,2.0714851216261536e-08,0.026090852916240692,0.026090852916240692,0.008006716147065163,0.0,0.6619718309859155,0.010495505169474935,0.010495505169474935,0.0,False,0.0
BBOB_F1,35,284,93,38,True,4.7038115051185305e-09,3.0844344354372385e-08,4.62489745274835e-08,0.03862449899315834,0.03747844696044922,0.01571183279156685,0.04225352112676056,0.1619718309859155,0.0061123488147434004,0.005653253221738195,0.00045909559300520535,True,0.0035211267605633804
BBOB_F1,36,288,20,20,False,4.775819660943053e-09,5.0730239964264555e-08,7.430127038813608e-09,0.0037320454139262438,0.0037320454139262438,0.0004970004083588719,0.0,0.06597222222222222,0.0023988353696079807,0.0023988353696079807,0.0,True,0.003472222222222222
BBOB_F1,37,288,38,222,True,6.928547272244867e-09,4.1537676745402606e-08,7.832714085368029e-08,0.057107869535684586,0.053062453866004944,0.04197288677096367,0.3263888888888889,0.4618055555555556,0.005588292348445025,0.005346497723819423,0.00024179462462560215,True,0.003472222222222222
BBOB_F1,38,292,134,134,False,7.943052729511972e-09,6.9105205239114316e-09,2.7744925811338496e-08,0.02444547601044178,0.02444547601044178,0.002573929028585553,0.0,0.3664383561643836,0.006981489801229535,0.006981489801229535,0.0,True,0.003424657534246575
BBOB_F1,39,292,135,113,True,4.148124169535764e-08,1.1836352573737587e-08,1.3445976633724688e-07,0.016559557989239693,0.0165384691208601,0.0032779034227132797,0.00684931506849315,0.273972602739726,0.004631067920643808,0.00462650801276038,4.559907883427625e-06,True,0.003424657534246575
BBOB_F1,40,296,121,5,True,4.856555847441468e-08,7.660998874868405e-09,1.1338583828802806e-07,0.008034207858145237,0.008024281822144985,0.0021651238203048706,0.0033783783783783786,0.18243243243243243,0.003208041002744209,0.003190016028577576,1.8024974166632943e-05,True,0.0033783783783783786
BBOB_F1,41,296,53,126,True,2.72275761848875,165.82449535750916,0.25518046905050096,0.12369164079427719,0.1136009469628334,0.04372522607445717,0.7736486486486487,0.8682432432432432,0.0003161780562619468,0.00025005501279428115,6.612304346766563e-05,False,0.0
BBOB_F1,42,300,135,135,False,1.626128766104231e-08,2.7085976395705898e-08,1.1551986618119866e-07,0.08008266985416412,0.08008266985416412,0.05088125169277191,0.0,0.9966666666666667,0.005469586841701629,0.005469586841701629,0.0,True,0.0033333333333333335
BBOB_F1,43,300,71,71,False,2.255950704862236e-08,1.4583154326708795e-08,4.693716866243939e-08,0.017254259437322617,0.017254259437322617,0.0014877179637551308,0.0,0.27,0.00829294919637843,0.00829294919637843,0.0,True,0.0033333333333333335
BBOB_F1,44,304,150,146,True,2.4591256642680725e-05,1.628771260685422e-05,0.00026479677676896754,0.03583051264286041,0.03577743098139763,0.002766519086435437,0.023026315789473683,0.4342105263157895,0.0025951000420375557,0.0025194346498669975,7.566539217055811e-05,False,0.0
BBOB_F1,45,304,146,146,False,3.2279811479845115e-08,1.3267199547002662e-08,5.063952693957649e-08,0.017672371119260788,0.017672371119260788,0.0073705711401999,0.0,0.1118421052631579,0.01065732219847313,0.01065732219847313,0.0,True,0.003289473684210526
BBOB_F1,46,308,82,129,True,2.7827257820141366e-08,4.196689441852162e-08,5.673749963445432e-07,0.034823719412088394,0.034823447465896606,0.0011601496953517199,0.003246753246753247,0.1331168831168831,0.001513214259319453,0.0014936881701970472,1.9526089122405815e-05,True,0.003246753246753247
BBOB_F1,47,308,122,157,True,3.806991263131834e-08,6.218372373576639e-09,5.3813716643060733e-08,0.010736671276390553,0.01072835735976696,0.005173202604055405,0.003246753246753247,0.538961038961039,0.006963406190918127,0.006910109760388293,5.329643052983356e-05,True,0.003246753246753247
