problema,it,linha_3,restart,vencedor,alpha,real_solution_id,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,mu_0,mu_1,sigma_0,sigma_1,mu_2,sigma_2
BBOB_F1,1,0,0,False,1.9773158880536865,,-1.2174797,-1.969105,1.3073548078536987,-0.3354782164096832,1.0540884733200073,-1.6496782302856445,-1.9351694583892822,-0.5235602259635925,-3.1920464038848877,-0.6205006837844849,47.511845,-0.27454987,6.783253,6.906798,,
BBOB_F1,1,1,1,False,1.6833708944560692,,-0.942404,-1.4066776,-0.5114876627922058,-0.19310301542282104,-0.18644075095653534,-1.2237178087234497,-2.200664520263672,-0.5885773301124573,-2.521012783050537,-0.44949284195899963,35.416916,-0.38097465,6.3250456,6.4618106,,
BBOB_F1,1,2,2,False,1.503766899713617,,-0.3135025,-1.9498118,1.1394249200820923,0.14006859064102173,-0.22085466980934143,-2.3295905590057373,-2.577606201171875,-0.7368921041488647,-1.7505741119384766,0.7406519055366516,71.11996,-6.0236034,6.2883134,6.3807073,,
BBOB_F1,1,3,3,False,2.0057374971962316,,-0.37625337,-1.2712853,0.6975594758987427,-0.9848020076751709,-0.1592779904603958,-1.9139679670333862,-3.057072401046753,-0.7272660732269287,-2.1170341968536377,-0.9942633509635925,55.21874,-5.5174823,6.727247,6.818563,,
BBOB_F1,1,4,4,False,1.9671859476636069,,-2.1133387,-0.48953685,-1.886373519897461,0.41778817772865295,2.1316802501678467,0.5169800519943237,-1.2634447813034058,0.9796742796897888,-2.7820749282836914,-1.1667011976242065,-1.2441416,45.586754,6.9406023,7.038567,,
BBOB_F1,1,5,5,False,2.0688446186171996,,-2.072201,-0.6190523,-1.6873897314071655,-0.14139500260353088,1.3811391592025757,-0.0235443115234375,-1.791583776473999,0.8494691848754883,-2.460075855255127,-2.871971845626831,2.9315345,39.07575,7.460388,7.5492797,,
BBOB_F1,1,6,6,False,2.104311358164942,,-1.1663288,-0.44407827,-1.2576375007629395,0.7900540828704834,0.5977530479431152,-0.6857241988182068,-1.8403806686401367,1.2142332792282104,-3.6628475189208984,-2.068955183029175,11.788022,30.8501,7.6223526,7.743225,,
BBOB_F1,1,7,7,False,2.1987461332808937,,-0.27577734,-1.2102304,0.07658126205205917,-0.5892404913902283,1.2109310626983643,-0.37882718443870544,-3.471299409866333,-0.23400554060935974,-2.2396183013916016,-1.9911015033721924,34.183968,9.010509,7.557803,7.7152896,,
BBOB_F1,1,8,8,False,1.615665330448775,,-2.1813316,-0.7894963,-1.6678283214569092,-1.1226062774658203,1.4946370124816895,0.6864460706710815,-0.5112259387969971,1.089214563369751,-2.4633820056915283,-1.5362036228179932,-2.9271219,42.873272,6.376732,6.470811,,
BBOB_F1,1,9,9,False,2.1043189113027827,,-1.1689796,-0.44507825,-1.262602686882019,0.7831799387931824,0.5946980714797974,-0.6854332685470581,-1.8378052711486816,1.2176764011383057,-3.668328046798706,-2.0584118366241455,11.766935,30.846104,7.6203537,7.7413154,,
BBOB_F1,1,10,10,False,2.0971036862458448,,-1.5702026,-1.1025862,-1.5950813293457031,0.9991798996925354,1.3187650442123413,0.7811349630355835,-2.568159341812134,0.24553002417087555,-1.7300022840499878,-1.9037322998046875,10.897044,34.34314,7.2365017,7.3826323,,
BBOB_F1,1,11,11,False,1.8268381224204928,,-2.1880498,0.04881263,-2.317199230194092,0.09793290495872498,1.8671388626098633,0.6180474758148193,-0.9086558222770691,2.1210274696350098,-2.016580581665039,-2.497934103012085,-5.908666,66.849525,6.8783607,6.9625034,,
BBOB_F1,1,12,12,False,1.8969499945110542,,-0.5264846,-1.5585648,1.114264965057373,-0.8592283725738525,0.3599282503128052,-1.4956170320510864,-2.7190041542053223,-1.1371452808380127,-2.284215211868286,-0.91729736328125,55.298374,-6.5266294,6.663789,6.7672243,,
BBOB_F1,1,13,13,False,1.7785702130261303,,-2.0327184,0.27646157,-2.0913617610931396,0.4774204194545746,2.017127275466919,0.17233487963676453,-1.6125330924987793,0.6729269623756409,-1.426437497138977,-1.6526978015899658,-1.1976486,46.931145,6.604123,6.7038264,,
