problema,geracao,pos,N,classe,cand_classe_ev,eh_nivel1,sig,sig_max,rank,rank_rel,count,desal,frac_n1
BBOB_F1,46,70,100,nivel_1,1,True,3.967947244644165,6.0374274253845215,38,0.38,3,5,0.95
BBOB_F1,50,7,100,nivel_1,1,True,7.993679523468018,10.553934097290039,55,0.55,51,20,0.78
BBOB_F1,54,32,100,nivel_1,1,True,4.81122350692749,7.298872947692871,16,0.16,3,9,0.9
BBOB_F1,58,54,100,nivel_1,1,True,5.568630218505859,8.019806861877441,64,0.64,51,28,0.55
BBOB_F1,62,23,100,nivel_1,1,True,6.814010143280029,8.577836990356445,32,0.32,51,20,0.76
BBOB_F1,66,61,100,nivel_1,1,True,1.5170179605484009,5.084147930145264,92,0.92,6,8,0.91
BBOB_F1,70,47,100,nivel_1,1,True,1.9325019121170044,5.583543300628662,86,0.86,2,1,0.94
BBOB_F1,74,32,100,nivel_1,1,True,6.381438732147217,9.825907707214355,46,0.46,51,31,0.61
BBOB_F1,78,27,100,nivel_1,1,True,5.221945762634277,6.0558295249938965,8,0.08,3,3,0.97
BBOB_F1,82,46,100,nivel_1,1,True,7.2577924728393555,9.514225959777832,38,0.38,51,25,0.66
BBOB_F1,86,62,100,nivel_1,1,True,5.54256534576416,11.166279792785645,85,0.85,51,9,0.88
BBOB_F1,90,7,100,nivel_1,1,True,7.079863548278809,9.737602233886719,31,0.31,51,24,0.68
BBOB_F1,94,20,100,nivel_1,1,True,8.059931755065918,9.367410659790039,12,0.12,51,24,0.72
BBOB_F1,98,38,100,nivel_3,3,False,5.186330795288086,7.460925579071045,73,0.73,51,26,0.65
BBOB_F1,102,4,100,nivel_1,1,True,7.8588762283325195,7.8588762283325195,1,0.01,51,25,0.68
BBOB_F1,106,80,100,nivel_1,1,True,1.5330842733383179,4.5263671875,85,0.85,3,8,0.91
BBOB_F1,110,33,100,nivel_1,1,True,5.374373435974121,8.192113876342773,70,0.7,51,35,0.52
BBOB_F1,114,17,100,nivel_1,1,True,9.87049388885498,10.131308555603027,6,0.06,51,26,0.6
BBOB_F1,118,81,100,nivel_1,1,True,3.277017593383789,5.747014045715332,29,0.29,3,3,0.95
BBOB_F1,122,77,100,nivel_1,1,True,6.4674201011657715,8.26768970489502,36,0.36,51,17,0.78
BBOB_F1,126,57,100,nivel_1,1,True,6.062074661254883,7.60540246963501,20,0.2,51,32,0.58
BBOB_F1,130,20,100,nivel_3,3,False,6.966450214385986,9.91971492767334,38,0.38,51,32,0.54
BBOB_F1,134,49,100,nivel_2,2,False,4.408923625946045,9.240787506103516,99,0.99,51,26,0.62
BBOB_F1,170,41,100,nivel_1,1,True,3.4675118923187256,8.964704513549805,96,0.96,51,26,0.71
BBOB_F1,174,14,100,nivel_2,2,False,7.316805362701416,9.884105682373047,10,0.1,51,27,0.61
BBOB_F1,178,25,100,nivel_1,1,True,3.7743968963623047,5.0463643074035645,19,0.19,51,19,0.78
BBOB_F1,182,46,100,nivel_1,1,True,3.5659050941467285,9.17492961883545,98,0.98,51,28,0.62
BBOB_F1,186,20,100,nivel_1,1,True,7.815243721008301,8.761507987976074,21,0.21,51,22,0.75
BBOB_F1,190,67,100,nivel_1,1,True,7.162613391876221,9.101764678955078,28,0.28,51,19,0.73
BBOB_F1,194,24,100,nivel_1,1,True,7.626112461090088,10.483222007751465,31,0.31,26,6,0.93
BBOB_F1,198,18,100,nivel_1,1,True,5.221405982971191,8.117602348327637,79,0.79,21,8,0.9
BBOB_F1,202,51,100,nivel_1,1,True,6.247618198394775,8.775821685791016,51,0.51,28,8,0.9
BBOB_F1,206,68,100,nivel_1,1,True,6.443690299987793,8.89013671875,28,0.28,17,6,0.92
BBOB_F1,210,38,100,nivel_1,1,True,4.459663391113281,7.376056671142578,89,0.89,17,8,0.91
BBOB_F1,214,36,100,nivel_1,1,True,7.017072677612305,8.74876594543457,27,0.27,31,7,0.92
BBOB_F1,218,66,100,nivel_1,1,True,6.094702243804932,9.659156799316406,66,0.66,51,19,0.79
BBOB_F1,222,41,100,nivel_1,1,True,6.763575553894043,10.59303092956543,77,0.77,51,13,0.87
BBOB_F1,226,55,100,nivel_1,1,True,2.4019904136657715,9.208693504333496,100,1.0,49,8,0.92
BBOB_F1,230,26,100,nivel_1,1,True,3.280395269393921,3.600839138031006,2,0.02,8,0,0.9
BBOB_F1,234,0,100,nivel_1,1,True,4.010024547576904,5.782851696014404,38,0.38,6,7,0.92
BBOB_F1,238,44,100,nivel_1,1,True,7.819986343383789,9.515220642089844,37,0.37,39,6,0.93
BBOB_F1,242,18,100,nivel_1,1,True,6.1065168380737305,6.1065168380737305,1,0.01,10,7,0.92
BBOB_F1,246,73,100,nivel_1,1,True,2.5938634872436523,5.67406702041626,95,0.95,8,6,0.91
BBOB_F1,250,0,100,nivel_1,1,True,5.370578289031982,10.71992015838623,83,0.83,51,21,0.75
BBOB_F1,254,62,100,nivel_1,1,True,8.027569770812988,8.414482116699219,4,0.04,45,9,0.9
BBOB_F1,258,45,100,nivel_1,1,True,4.370350360870361,5.830776691436768,46,0.46,12,7,0.92
BBOB_F1,262,27,100,nivel_1,1,True,9.105339050292969,9.105339050292969,1,0.01,25,4,0.96
BBOB_F1,266,79,100,nivel_1,1,True,6.193136215209961,9.736784934997559,69,0.69,51,13,0.82
