problema,ts,name,solution_id,x_key,fe,maxfe
BBOB_F1,2026-07-26T11:35:06Z,cache_hit,0.0,80F7BC7AF40BE4BF,1,
BBOB_F17,2026-07-26T11:35:52Z,cache_hit,0.0,D8183742992E0E40,1,
BBOB_F17,2026-07-26T11:36:20Z,cache_hit,208.0,E614BCA68492E1BF,243,
BBOB_F22,2026-07-26T11:35:52Z,cache_hit,0.0,880900E8A90EFBBF,1,
BBOB_F22,2026-07-26T11:36:54Z,hard_stop,,643BA6B25A3FD1BF,309,309.0
BBOB_F37,2026-07-26T11:36:03Z,cache_hit,0.0,0B7A540FDEFE02C0,1,
BBOB_F37,2026-07-26T11:36:35Z,cache_hit,192.0,B0D71E9D19A7BA3F,241,
BBOB_F49,2026-07-26T11:36:04Z,cache_hit,0.0,C05469D6B137D7BF,1,
BBOB_F49,2026-07-26T11:36:28Z,cache_hit,175.0,727C148CD5A1FDBF,221,
BBOB_F5,2026-07-26T11:36:52Z,cache_hit,0.0,B429B9AA44FDFDBF,1,
BBOB_F55,2026-07-26T11:37:03Z,cache_hit,0.0,6E118206BBC202C0,1,
BBOB_F55,2026-07-26T11:37:16Z,cache_hit,108.0,A81F466EF33BF03F,163,
BBOB_F55,2026-07-26T11:37:31Z,cache_hit,174.0,B0982F4C0663BB3F,226,
BBOB_F55,2026-07-26T11:37:43Z,cache_hit,216.0,B48A5D8C1F470440,267,
DTLZ1,2026-07-26T11:31:02Z,cache_hit,0.0,58F449FFA8A8B83F,1,
DTLZ2,2026-07-26T11:38:20Z,cache_hit,0.0,7974D59EAF27C73F,1,
DTLZ3,2026-07-26T11:39:06Z,cache_hit,0.0,B2D49C1479FAD83F,1,
DTLZ4,2026-07-26T11:39:12Z,cache_hit,0.0,D45222DD2AE4DA3F,1,
DTLZ7,2026-07-26T11:44:34Z,cache_hit,0.0,C5F67D7004849A3F,1,
DTLZ7,2026-07-26T11:45:36Z,cache_hit,440.0,88E18B2A9A3A583F,485,
MMF1,2026-07-26T10:45:26Z,cache_hit,0.0,039843BD82EFF93F,1,
MMF1,2026-07-26T10:45:30Z,cache_hit,28.0,F47AAB3586B7F23F,29,
MMF1,2026-07-26T10:45:30Z,cache_hit,6.0,7E9EFA0FBFD8F73F,31,
MMF11_L,2026-07-26T10:45:37Z,cache_hit,0.0,807068779A18D03F,1,
MMF11_L,2026-07-26T10:45:41Z,cache_hit,6.0,38B2A115DCCCC63F,32,
MMF11_L,2026-07-26T10:45:43Z,cache_hit,17.0,5829BDE26CD1C03F,42,
MMF11_L,2026-07-26T10:45:44Z,cache_hit,34.0,78CE55E636D5E13F,47,
MMF16_20,2026-07-26T11:44:05Z,cache_hit,0.0,ABBFCEB476A0E03F,1,
MMF4,2026-07-26T10:45:41Z,cache_hit,0.0,40D2C1152D6CD7BF,1,
WFG1,2026-07-26T11:44:39Z,cache_hit,0.0,212CA208E291EB3F,1,
WFG2,2026-07-26T11:45:08Z,cache_hit,0.0,8B4869ACD540FD3F,1,
WFG4,2026-07-26T11:46:21Z,cache_hit,0.0,6D62D085E1C2E83F,1,
WFG5,2026-07-26T11:46:47Z,cache_hit,0.0,5CA938D04C43F83F,1,
WFG9,2026-07-26T11:46:49Z,cache_hit,0.0,8687CDA5EF4BF83F,1,
WFG9,2026-07-26T11:47:26Z,cache_hit,332.0,24DEFF9F109BEE3F,384,
ZDT1,2026-07-26T12:00:21Z,cache_hit,0.0,CA0BDCDE5F23E23F,1,
ZDT1,2026-07-26T12:03:14Z,cache_hit,866.0,F838C677215A943F,910,
ZDT3,2026-07-26T12:02:12Z,cache_hit,0.0,A2F9333A60CED83F,1,
ZDT3,2026-07-26T12:03:21Z,cache_hit,552.0,E081BE64454CA93F,587,
ZDT4,2026-07-26T11:37:06Z,cache_hit,0.0,A817B324FB5FED3F,1,
ZDT4,2026-07-26T11:37:43Z,cache_hit,210.0,983FF139A559753F,272,
ZDT6,2026-07-26T11:37:10Z,cache_hit,0.0,419513C098FECA3F,1,
