problema,geracao,solution_id,pred_score,pred_confianca,estado,lote,nd_vs_arq,n_domina,n_dominado_por,frac_domina,pos
BBOB_F1,1,109,0.0,0.0,3,1,False,38,15,0.3486238532110092,109
BBOB_F1,2,110,0.0,0.0,3,1,False,65,5,0.5909090909090909,110
BBOB_F1,3,111,0.0,0.0,3,1,False,7,33,0.06306306306306306,111
BBOB_F1,4,112,0.0,0.1666666716337204,3,1,False,46,7,0.4107142857142857,112
BBOB_F1,5,113,0.0,0.0,3,1,False,15,4,0.13274336283185842,113
BBOB_F1,6,114,0.0,0.1666666716337204,3,1,False,94,1,0.8245614035087719,114
BBOB_F1,7,115,0.0,0.1666666716337204,3,1,False,63,6,0.5478260869565217,115
BBOB_F1,8,116,0.0,0.0,3,1,False,46,14,0.39655172413793105,116
BBOB_F1,9,117,0.0,0.0,3,1,True,78,0,0.6666666666666666,117
BBOB_F1,10,118,0.0,0.1666666716337204,3,1,False,101,1,0.8559322033898306,118
BBOB_F1,11,119,0.0,0.1666666716337204,3,1,False,34,4,0.2857142857142857,119
BBOB_F1,12,120,0.0,0.1666666716337204,3,1,False,42,20,0.35,120
BBOB_F1,13,121,0.0,0.1666666716337204,3,1,False,48,2,0.39669421487603307,121
BBOB_F1,14,122,0.0,0.0,3,1,False,92,1,0.7540983606557377,122
BBOB_F1,15,123,0.0,0.0,3,1,False,30,24,0.24390243902439024,123
BBOB_F1,16,124,0.0,0.0,3,1,False,57,12,0.4596774193548387,124
BBOB_F1,17,125,0.0,0.3333333432674408,3,1,False,70,7,0.56,125
BBOB_F1,18,126,0.0,0.0,3,1,False,38,6,0.30158730158730157,126
BBOB_F1,19,127,0.0,0.0,3,1,False,64,11,0.5039370078740157,127
BBOB_F1,20,128,0.0,0.0,3,1,False,88,3,0.6875,128
BBOB_F1,21,129,0.0,0.1666666716337204,3,1,False,90,3,0.6976744186046512,129
BBOB_F1,22,130,0.0,0.0,3,1,True,49,0,0.3769230769230769,130
BBOB_F1,23,131,0.0,0.0,3,1,False,11,2,0.08396946564885496,131
BBOB_F1,24,132,0.0,0.1666666716337204,3,1,False,93,1,0.7045454545454546,132
BBOB_F1,25,133,0.0,0.3333333432674408,3,1,False,86,1,0.6466165413533834,133
BBOB_F1,26,134,0.0,0.0,3,1,False,74,9,0.5522388059701493,134
BBOB_F1,27,135,0.0,0.1666666716337204,3,1,False,20,23,0.14814814814814814,135
BBOB_F1,28,136,0.0,0.1666666716337204,3,1,True,113,0,0.8308823529411765,136
BBOB_F1,29,137,0.0,0.1666666716337204,3,1,False,85,5,0.6204379562043796,137
BBOB_F1,30,138,0.0,0.3333333432674408,3,1,False,19,37,0.13768115942028986,138
BBOB_F1,31,139,0.0,0.1666666716337204,3,1,True,86,0,0.6187050359712231,139
BBOB_F1,32,140,0.0,0.1666666716337204,3,1,True,63,0,0.45,140
BBOB_F1,33,141,0.0,0.3333333432674408,3,1,False,83,1,0.5886524822695035,141
BBOB_F1,34,142,0.0,0.0,3,1,False,31,44,0.21830985915492956,142
BBOB_F1,35,143,0.0,0.1666666716337204,3,1,False,67,7,0.46853146853146854,143
BBOB_F1,36,144,0.0,0.1666666716337204,3,1,False,59,20,0.4097222222222222,144
BBOB_F1,37,145,0.0,0.1666666716337204,3,1,True,122,0,0.8413793103448276,145
BBOB_F1,38,146,0.0,0.3333333432674408,3,1,False,117,2,0.8013698630136986,146
BBOB_F1,39,147,0.0,0.1666666716337204,3,1,False,65,21,0.4421768707482993,147
BBOB_F1,40,148,0.0,0.3333333432674408,3,1,False,55,26,0.3716216216216216,148
BBOB_F1,41,149,0.0,0.0,3,1,False,3,12,0.020134228187919462,149
BBOB_F1,42,150,0.0,0.3333333432674408,3,1,False,22,16,0.14666666666666667,150
BBOB_F1,43,151,0.0,0.3333333432674408,3,1,False,72,7,0.4768211920529801,151
BBOB_F1,44,152,0.0,0.1666666716337204,3,1,False,92,8,0.6052631578947368,152
BBOB_F1,45,153,0.0,0.3333333432674408,3,1,False,22,22,0.1437908496732026,153
BBOB_F1,46,154,0.0,0.1666666716337204,3,1,False,121,1,0.7857142857142857,154
BBOB_F1,47,155,0.0,0.1666666716337204,3,1,False,69,5,0.44516129032258067,155
BBOB_F1,48,156,0.0,0.3333333432674408,3,1,False,91,1,0.5833333333333334,156
BBOB_F1,49,157,0.0,0.0,3,1,False,52,12,0.33121019108280253,157
BBOB_F1,50,158,0.0,0.3333333432674408,3,1,False,0,133,0.0,158
BBOB_F1,51,159,0.0,0.3333333432674408,3,1,False,54,11,0.33962264150943394,159
BBOB_F1,52,160,0.0,0.0,3,1,True,97,0,0.60625,160
BBOB_F1,53,161,0.0,0.3333333432674408,3,1,True,104,0,0.6459627329192547,161
BBOB_F1,54,162,0.0,0.5,3,1,False,81,12,0.5,162
BBOB_F1,55,163,0.0,0.1666666716337204,3,1,True,111,0,0.6809815950920245,163
BBOB_F1,56,164,0.0,0.1666666716337204,3,1,False,73,15,0.4451219512195122,164
BBOB_F1,57,165,0.0,0.3333333432674408,3,1,False,92,5,0.5575757575757576,165
BBOB_F1,58,166,0.0,0.3333333432674408,3,1,False,27,28,0.16265060240963855,166
BBOB_F1,59,167,0.0,0.1666666716337204,3,1,False,72,3,0.4311377245508982,167
BBOB_F1,60,168,0.0,0.1666666716337204,3,1,False,7,27,0.041666666666666664,168
BBOB_F1,61,169,0.0,0.1666666716337204,3,1,False,93,7,0.5502958579881657,169
BBOB_F1,62,170,0.0,0.0,3,1,False,91,10,0.5352941176470588,170
BBOB_F1,63,171,0.0,0.3333333432674408,3,1,True,115,0,0.672514619883041,171
BBOB_F1,64,172,0.0,0.1666666716337204,3,1,False,113,1,0.6569767441860465,172
BBOB_F1,65,173,0.0,0.0,3,1,True,132,0,0.7630057803468208,173
BBOB_F1,66,174,0.0,0.1666666716337204,3,1,False,46,2,0.26436781609195403,174
BBOB_F1,67,175,0.0,0.3333333432674408,3,1,True,130,0,0.7428571428571429,175
BBOB_F1,68,176,0.0,0.5,3,1,True,125,0,0.7102272727272727,176
BBOB_F1,69,177,0.0,0.0,3,1,False,84,9,0.4745762711864407,177
BBOB_F1,70,178,0.0,0.1666666716337204,3,1,False,16,8,0.0898876404494382,178
BBOB_F1,71,179,0.0,0.5,3,1,False,85,19,0.4748603351955307,179
BBOB_F1,72,180,0.0,0.1666666716337204,3,1,False,29,27,0.16111111111111112,180
BBOB_F1,73,181,0.0,0.5,3,1,False,68,29,0.3756906077348066,181
BBOB_F1,74,182,0.0,0.3333333432674408,3,1,False,111,3,0.6098901098901099,182
BBOB_F1,75,183,0.0,0.5,3,1,False,68,12,0.37158469945355194,183
BBOB_F1,76,184,0.0,0.5,3,1,False,92,5,0.5,184
BBOB_F1,77,185,0.0,0.1666666716337204,3,1,False,77,25,0.41621621621621624,185
BBOB_F1,78,186,0.0,0.6666666865348816,3,1,False,119,1,0.6397849462365591,186
BBOB_F1,79,187,0.0,0.1666666716337204,3,1,False,93,4,0.49732620320855614,187
BBOB_F1,80,188,0.0,0.5,3,1,False,100,6,0.5319148936170213,188
BBOB_F1,81,189,0.0,0.3333333432674408,3,1,False,70,30,0.37037037037037035,189
BBOB_F1,82,190,0.0,0.3333333432674408,3,1,False,119,3,0.6263157894736842,190
BBOB_F1,83,191,0.0,0.3333333432674408,3,1,False,103,9,0.5392670157068062,191
BBOB_F1,84,192,0.0,0.6666666865348816,3,1,False,86,15,0.4479166666666667,192
BBOB_F1,85,193,0.0,0.6666666865348816,3,1,True,143,0,0.7409326424870466,193
BBOB_F1,86,194,0.0,0.1666666716337204,3,1,False,101,8,0.520618556701031,194
BBOB_F1,87,195,0.0,0.1666666716337204,3,1,False,69,1,0.35384615384615387,195
BBOB_F1,88,196,0.0,0.5,3,1,False,45,27,0.22959183673469388,196
BBOB_F1,89,197,0.0,0.5,3,1,False,29,7,0.14720812182741116,197
BBOB_F1,90,198,0.0,0.5,3,1,False,91,17,0.4595959595959596,198
BBOB_F1,91,199,0.0,0.3333333432674408,3,1,False,123,1,0.6180904522613065,199
BBOB_F1,92,200,0.0,0.3333333432674408,3,1,True,153,0,0.765,200
BBOB_F1,93,201,0.0,0.5,3,1,False,150,2,0.746268656716418,201
BBOB_F1,94,202,0.0,0.3333333432674408,3,1,False,123,1,0.6089108910891089,202
BBOB_F1,95,203,0.0,0.3333333432674408,3,1,False,110,9,0.541871921182266,203
BBOB_F1,96,204,0.0,0.1666666716337204,3,1,False,65,49,0.31862745098039214,204
BBOB_F1,97,205,0.0,0.1666666716337204,3,1,True,167,0,0.8146341463414634,205
BBOB_F1,98,206,0.0,0.3333333432674408,3,1,False,80,18,0.3883495145631068,206
BBOB_F1,99,207,0.0,0.3333333432674408,3,1,True,166,0,0.8019323671497585,207
BBOB_F1,100,208,0.0,0.1666666716337204,3,1,False,98,2,0.47115384615384615,208
BBOB_F1,101,209,0.0,0.3333333432674408,3,1,False,134,7,0.6411483253588517,209
BBOB_F1,102,210,0.0,0.3333333432674408,3,1,False,43,13,0.20476190476190476,210
BBOB_F1,103,211,0.0,0.1666666716337204,3,1,False,62,55,0.2938388625592417,211
BBOB_F1,104,212,0.0,0.3333333432674408,3,1,True,108,0,0.5094339622641509,212
BBOB_F1,105,213,0.0,0.1666666716337204,3,1,False,77,3,0.3615023474178404,213
BBOB_F1,106,214,0.0,0.5,3,1,False,137,2,0.6401869158878505,214
BBOB_F1,107,215,0.0,0.3333333432674408,3,1,False,131,6,0.6093023255813953,215
BBOB_F1,108,216,0.0,0.3333333432674408,3,1,True,152,0,0.7037037037037037,216
BBOB_F1,109,217,0.0,0.3333333432674408,3,1,False,127,1,0.5852534562211982,217
BBOB_F1,110,218,0.0,0.3333333432674408,3,1,False,72,8,0.3302752293577982,218
BBOB_F1,111,219,0.0,0.1666666716337204,3,1,True,183,0,0.8356164383561644,219
BBOB_F1,112,220,0.0,0.6666666865348816,3,1,True,178,0,0.8090909090909091,220
BBOB_F1,113,221,0.0,0.3333333432674408,3,1,False,112,14,0.5067873303167421,221
BBOB_F1,114,222,0.0,0.3333333432674408,3,1,False,139,7,0.6261261261261262,222
BBOB_F1,115,223,0.0,0.3333333432674408,3,1,False,69,26,0.3094170403587444,223
BBOB_F1,116,224,0.0,0.6666666865348816,3,1,False,82,6,0.36607142857142855,224
BBOB_F1,117,225,0.0,0.3333333432674408,3,1,False,86,1,0.38222222222222224,225
BBOB_F1,118,226,0.0,0.5,3,1,False,160,3,0.7079646017699115,226
BBOB_F1,119,227,0.0,0.5,3,1,True,175,0,0.7709251101321586,227
BBOB_F1,120,228,0.0,0.3333333432674408,3,1,False,93,9,0.40789473684210525,228
BBOB_F1,121,229,0.0,0.5,3,1,True,198,0,0.8646288209606987,229
BBOB_F1,122,230,0.0,0.5,3,1,False,126,4,0.5478260869565217,230
BBOB_F1,123,231,0.0,0.6666666865348816,3,1,False,124,4,0.5367965367965368,231
BBOB_F1,124,232,1.0,0.8333333134651184,1,6,False,174,1,0.75,232
BBOB_F1,124,233,1.0,0.8333333134651184,1,6,False,133,3,0.5708154506437768,233
BBOB_F1,124,234,1.0,0.8333333134651184,1,6,False,143,7,0.6111111111111112,234
BBOB_F1,124,235,1.0,0.8333333134651184,1,6,False,148,6,0.6297872340425532,235
BBOB_F1,124,236,1.0,0.8333333134651184,1,6,False,195,1,0.826271186440678,236
BBOB_F1,124,237,1.0,0.8333333134651184,1,6,False,104,1,0.4388185654008439,237
BBOB_F1,125,238,0.0,0.5,3,1,True,200,0,0.8403361344537815,238
BBOB_F1,126,239,0.0,0.5,3,1,False,174,2,0.7280334728033473,239
BBOB_F1,127,240,0.0,0.5,3,1,False,132,15,0.55,240
BBOB_F1,128,241,1.0,0.8333333134651184,1,6,False,153,6,0.6348547717842323,241
BBOB_F1,128,242,1.0,0.8333333134651184,1,6,True,89,0,0.3677685950413223,242
BBOB_F1,128,243,1.0,0.8333333134651184,1,6,True,158,0,0.6502057613168725,243
BBOB_F1,128,244,1.0,0.8333333134651184,1,6,True,156,0,0.639344262295082,244
BBOB_F1,128,245,1.0,0.8333333134651184,1,6,True,169,0,0.689795918367347,245
BBOB_F1,128,246,1.0,0.8333333134651184,1,6,False,147,10,0.5975609756097561,246
BBOB_F1,129,247,0.0,0.3333333432674408,3,1,False,103,19,0.41700404858299595,247
BBOB_F1,130,248,0.0,0.3333333432674408,3,1,False,193,1,0.7782258064516129,248
BBOB_F1,131,249,0.0,0.3333333432674408,3,1,True,201,0,0.8072289156626506,249
BBOB_F1,132,250,0.0,0.3333333432674408,3,1,True,207,0,0.828,250
BBOB_F1,133,251,0.0,0.1666666716337204,3,1,False,86,1,0.3426294820717131,251
BBOB_F1,134,252,0.0,0.1666666716337204,3,1,False,153,2,0.6071428571428571,252
BBOB_F1,135,253,0.0,0.3333333432674408,3,1,False,164,5,0.6482213438735178,253
BBOB_F1,136,254,0.0,0.3333333432674408,3,1,False,184,2,0.7244094488188977,254
BBOB_F1,137,255,0.0,0.3333333432674408,3,1,False,117,26,0.4588235294117647,255
BBOB_F1,138,256,0.0,0.1666666716337204,3,1,False,198,3,0.7734375,256
BBOB_F1,139,257,0.0,0.1666666716337204,3,1,False,118,28,0.4591439688715953,257
BBOB_F1,140,258,0.0,0.3333333432674408,3,1,True,201,0,0.7790697674418605,258
BBOB_F1,141,259,0.0,0.5,3,1,False,171,7,0.6602316602316602,259
BBOB_F1,142,260,0.0,0.1666666716337204,3,1,True,197,0,0.7576923076923077,260
BBOB_F1,143,261,0.0,0.3333333432674408,3,1,True,199,0,0.7624521072796935,261
BBOB_F1,144,262,0.0,0.1666666716337204,3,1,False,136,4,0.5190839694656488,262
BBOB_F1,145,263,0.0,0.1666666716337204,3,1,False,165,6,0.6273764258555133,263
BBOB_F1,146,264,0.0,0.1666666716337204,3,1,False,141,19,0.5340909090909091,264
BBOB_F1,147,265,0.0,0.1666666716337204,3,1,False,170,5,0.6415094339622641,265
BBOB_F1,148,266,0.0,0.1666666716337204,3,1,False,155,17,0.5827067669172933,266
BBOB_F1,149,267,0.0,0.1666666716337204,3,1,False,164,8,0.6142322097378277,267
BBOB_F1,150,268,0.0,0.0,3,1,False,192,1,0.7164179104477612,268
BBOB_F1,151,269,0.0,0.1666666716337204,3,1,True,179,0,0.6654275092936803,269
BBOB_F1,152,270,0.0,0.3333333432674408,3,1,False,177,6,0.6555555555555556,270
BBOB_F1,153,271,0.0,0.1666666716337204,3,1,False,138,16,0.5092250922509225,271
BBOB_F1,154,272,0.0,0.3333333432674408,3,1,True,224,0,0.8235294117647058,272
BBOB_F1,155,273,0.0,0.3333333432674408,3,1,True,230,0,0.8424908424908425,273
BBOB_F1,156,274,0.0,0.6666666865348816,3,1,True,182,0,0.6642335766423357,274
BBOB_F1,157,275,0.0,0.3333333432674408,3,1,False,133,16,0.48363636363636364,275
BBOB_F1,158,276,0.0,0.3333333432674408,3,1,False,90,35,0.32608695652173914,276
BBOB_F1,159,277,0.0,0.1666666716337204,3,1,False,166,9,0.5992779783393501,277
BBOB_F1,160,278,0.0,0.3333333432674408,3,1,False,194,6,0.697841726618705,278
BBOB_F1,161,279,0.0,0.3333333432674408,3,1,False,115,1,0.4121863799283154,279
BBOB_F1,162,280,0.0,0.6666666865348816,3,1,True,203,0,0.725,280
BBOB_F1,163,281,0.0,0.5,3,1,False,147,5,0.5231316725978647,281
BBOB_F1,164,282,0.0,0.5,3,1,False,105,3,0.3723404255319149,282
BBOB_F1,165,283,0.0,0.5,3,1,False,198,3,0.6996466431095406,283
BBOB_F1,166,284,0.0,0.3333333432674408,3,1,True,113,0,0.397887323943662,284
BBOB_F1,167,285,0.0,0.5,3,1,False,156,2,0.5473684210526316,285
BBOB_F1,168,286,0.0,0.3333333432674408,3,1,True,134,0,0.46853146853146854,286
BBOB_F1,169,287,0.0,0.5,3,1,True,189,0,0.6585365853658537,287
BBOB_F1,170,288,0.0,0.5,3,1,False,172,8,0.5972222222222222,288
BBOB_F1,171,289,0.0,0.5,3,1,False,132,16,0.45674740484429066,289
BBOB_F1,172,290,0.0,0.3333333432674408,3,1,False,199,6,0.6862068965517242,290
BBOB_F1,173,291,0.0,0.3333333432674408,3,1,True,227,0,0.7800687285223368,291
BBOB_F1,174,292,0.0,0.1666666716337204,3,1,True,237,0,0.8116438356164384,292
BBOB_F1,175,293,0.0,0.1666666716337204,3,1,False,95,12,0.3242320819112628,293
