alg,exp,prob,seed,estado,fe,mx,camadas,sem_manifest
c122,main,MMF1,6,ok,61,61,①②④⑥,False
c122,main,MMF1,7,ok,61,61,①②③④⑥,False
c122,main,MMF1,8,ok,61,61,①②④⑥,False
c122,main,MMF1,9,ok,61,61,①②④⑥,False
c122,main,MMF11_L,0,ok,61,61,①②④⑥,False
c122,main,MMF11_L,1,ok,61,61,①②④⑥,False
c122,main,MMF11_L,10,ok,61,61,①②④⑥,False
c122,main,MMF11_L,11,ok,61,61,①②④⑥,False
c122,main,MMF11_L,12,ok,61,61,①②④⑥,False
c122,main,MMF11_L,13,ok,61,61,①②④⑥,False
c122,main,MMF11_L,14,ok,61,61,①②④⑥,False
c122,main,MMF11_L,15,ok,61,61,①②④⑥,False
c122,main,MMF11_L,16,ok,61,61,①②④⑥,False
c122,main,MMF11_L,17,ok,61,61,①②④⑥,False
c122,main,MMF11_L,18,ok,61,61,①②④⑥,False
c122,main,MMF11_L,19,ok,61,61,①②④⑥,False
c122,main,MMF11_L,2,ok,61,61,①②④⑥,False
c122,main,MMF11_L,20,ok,61,61,①②④⑥,False
c122,main,MMF11_L,21,ok,61,61,①②④⑥,False
c122,main,MMF11_L,22,ok,61,61,①②④⑥,False
c122,main,MMF11_L,23,ok,61,61,①②④⑥,False
c122,main,MMF11_L,24,ok,61,61,①②④⑥,False
c122,main,MMF11_L,25,ok,61,61,①②④⑥,False
c122,main,MMF11_L,26,ok,61,61,①②④⑥,False
c122,main,MMF11_L,27,ok,61,61,①②④⑥,False
c122,main,MMF11_L,28,ok,61,61,①②④⑥,False
c122,main,MMF11_L,3,ok,61,61,①②④⑥,False
c122,main,MMF11_L,4,ok,61,61,①②④⑥,False
c122,main,MMF11_L,42,ok,61,61,①②④⑥,False
c122,main,MMF11_L,5,ok,61,61,①②④⑥,False
c122,main,MMF11_L,6,ok,61,61,①②④⑥,False
c122,main,MMF11_L,7,ok,61,61,①②③④⑥,False
c122,main,MMF11_L,8,ok,61,61,①②④⑥,False
c122,main,MMF11_L,9,ok,61,61,①②④⑥,False
c122,main,MMF16_20,0,ok,619,619,①②④⑥,False
c122,main,MMF16_20,1,ok,619,619,①②④⑥,False
c122,main,MMF16_20,10,ok,619,619,①②④⑥,False
c122,main,MMF16_20,11,ok,619,619,①②④⑥,False
c122,main,MMF16_20,12,ok,619,619,①②④⑥,False
c122,main,MMF16_20,13,ok,619,619,①②④⑥,False
c122,main,MMF16_20,14,ok,619,619,①②④⑥,False
c122,main,MMF16_20,15,ok,619,619,①②④⑥,False
c122,main,MMF16_20,16,ok,619,619,①②④⑥,False
c122,main,MMF16_20,17,ok,619,619,①②④⑥,False
c122,main,MMF16_20,18,ok,619,619,①②④⑥,False
c122,main,MMF16_20,19,ok,619,619,①②④⑥,False
c122,main,MMF16_20,2,ok,619,619,①②④⑥,False
c122,main,MMF16_20,20,ok,619,619,①②④⑥,False
c122,main,MMF16_20,21,ok,619,619,①②④⑥,False
c122,main,MMF16_20,22,ok,619,619,①②④⑥,False
c122,main,MMF16_20,23,ok,619,619,①②④⑥,False
c122,main,MMF16_20,24,ok,619,619,①②④⑥,False
c122,main,MMF16_20,25,fail,564,619,①②③④⑥,False
c122,main,MMF16_20,26,ok,619,619,①②④⑥,False
c122,main,MMF16_20,27,ok,619,619,①②④⑥,False
c122,main,MMF16_20,28,ok,619,619,①②④⑥,False
c122,main,MMF16_20,3,ok,619,619,①②④⑥,False
c122,main,MMF16_20,4,ok,619,619,①②④⑥,False
c122,main,MMF16_20,42,ok,619,619,①②④⑥,False
c122,main,MMF16_20,5,ok,619,619,①②④⑥,False
c122,main,MMF16_20,6,ok,619,619,①②④⑥,False
c122,main,MMF16_20,7,ok,619,619,①②③④⑥,False
c122,main,MMF16_20,8,ok,619,619,①②④⑥,False
c122,main,MMF16_20,9,ok,619,619,①②④⑥,False
c122,main,MMF4,0,ok,61,61,①②④⑥,False
c122,main,MMF4,1,ok,61,61,①②④⑥,False
c122,main,MMF4,10,ok,61,61,①②④⑥,False
c122,main,MMF4,11,ok,61,61,①②④⑥,False
c122,main,MMF4,12,ok,61,61,①②④⑥,False
c122,main,MMF4,13,ok,61,61,①②④⑥,False
c122,main,MMF4,14,ok,61,61,①②④⑥,False
c122,main,MMF4,15,ok,61,61,①②④⑥,False
c122,main,MMF4,16,ok,61,61,①②④⑥,False
c122,main,MMF4,17,ok,61,61,①②④⑥,False
c122,main,MMF4,18,ok,61,61,①②④⑥,False
c122,main,MMF4,19,ok,61,61,①②④⑥,False
c122,main,MMF4,2,ok,61,61,①②④⑥,False
c122,main,MMF4,20,ok,61,61,①②④⑥,False
c122,main,MMF4,21,ok,61,61,①②④⑥,False
c122,main,MMF4,22,ok,61,61,①②④⑥,False
c122,main,MMF4,23,ok,61,61,①②④⑥,False
c122,main,MMF4,24,ok,61,61,①②④⑥,False
c122,main,MMF4,25,ok,61,61,①②④⑥,False
c122,main,MMF4,26,ok,61,61,①②④⑥,False
c122,main,MMF4,27,ok,61,61,①②④⑥,False
c122,main,MMF4,28,ok,61,61,①②④⑥,False
c122,main,MMF4,3,ok,61,61,①②④⑥,False
c122,main,MMF4,4,ok,61,61,①②④⑥,False
c122,main,MMF4,42,ok,61,61,①②④⑥,False
c122,main,MMF4,5,ok,61,61,①②④⑥,False
c122,main,MMF4,6,ok,61,61,①②④⑥,False
c122,main,MMF4,7,ok,61,61,①②③④⑥,False
c122,main,MMF4,8,ok,61,61,①②④⑥,False
c122,main,MMF4,9,ok,61,61,①②④⑥,False
c122,main,WFG1,0,ok,681,681,①②④⑥,False
c122,main,WFG1,1,ok,681,681,①②④⑥,False
c122,main,WFG1,10,ok,681,681,①②④⑥,False
c122,main,WFG1,11,ok,681,681,①②④⑥,False
c122,main,WFG1,12,ok,681,681,①②④⑥,False
c122,main,WFG1,13,ok,681,681,①②④⑥,False
c122,main,WFG1,14,ok,681,681,①②④⑥,False
c122,main,WFG1,15,ok,681,681,①②④⑥,False
c122,main,WFG1,16,ok,681,681,①②④⑥,False
c122,main,WFG1,17,ok,681,681,①②④⑥,False
c122,main,WFG1,18,ok,681,681,①②④⑥,False
c122,main,WFG1,19,ok,681,681,①②④⑥,False
c122,main,WFG1,2,ok,681,681,①②④⑥,False
c122,main,WFG1,20,ok,681,681,①②④⑥,False
c122,main,WFG1,21,ok,681,681,①②④⑥,False
c122,main,WFG1,22,ok,681,681,①②④⑥,False
c122,main,WFG1,23,teto,663,681,①②④⑥,False
c122,main,WFG1,24,ok,681,681,①②④⑥,False
c122,main,WFG1,25,fail,386,681,①②③④⑥,False
c122,main,WFG1,27,ok,681,681,①②④⑥,False
c122,main,WFG1,28,ok,681,681,①②④⑥,False
c122,main,WFG1,3,ok,681,681,①②④⑥,False
c122,main,WFG1,4,ok,681,681,①②④⑥,False
c122,main,WFG1,42,ok,681,681,①②④⑥,False
c122,main,WFG1,5,ok,681,681,①②④⑥,False
c122,main,WFG1,6,ok,681,681,①②④⑥,False
c122,main,WFG1,7,ok,681,681,①②④⑥,False
c122,main,WFG1,8,ok,681,681,①②④⑥,False
c122,main,WFG1,9,ok,681,681,①②④⑥,False
c122,main,WFG2,0,ok,681,681,①②④⑥,False
c122,main,WFG2,1,ok,681,681,①②④⑥,False
c122,main,WFG2,10,ok,681,681,①②④⑥,False
c122,main,WFG2,11,teto,673,681,①②④⑥,False
c122,main,WFG2,12,ok,681,681,①②④⑥,False
c122,main,WFG2,13,ok,681,681,①②④⑥,False
c122,main,WFG2,14,ok,681,681,①②④⑥,False
c122,main,WFG2,15,teto,678,681,①②④⑥,False
c122,main,WFG2,16,teto,674,681,①②④⑥,False
c122,main,WFG2,17,teto,674,681,①②④⑥,False
c122,main,WFG2,18,ok,681,681,①②④⑥,False
c122,main,WFG2,19,ok,681,681,①②④⑥,False
c122,main,WFG2,2,ok,681,681,①②④⑥,False
c122,main,WFG2,20,teto,632,681,①②④⑥,False
c122,main,WFG2,21,teto,626,681,①②④⑥,False
c122,main,WFG2,22,teto,636,681,①②④⑥,False
c122,main,WFG2,23,ok,681,681,①②④⑥,False
c122,main,WFG2,24,ok,681,681,①②④⑥,False
c122,main,WFG2,25,fail,412,681,①②③④⑥,False
c122,main,WFG2,27,teto,665,681,①②④⑥,False
c122,main,WFG2,28,teto,619,681,①②④⑥,False
c122,main,WFG2,3,ok,681,681,①②④⑥,False
c122,main,WFG2,4,ok,681,681,①②④⑥,False
c122,main,WFG2,42,teto,681,681,①②④⑥,False
c122,main,WFG2,5,ok,681,681,①②④⑥,False
c122,main,WFG2,6,ok,681,681,①②④⑥,False
c122,main,WFG2,7,ok,681,681,①②④⑥,False
c122,main,WFG2,8,teto,676,681,①②④⑥,False
c122,main,WFG2,9,teto,669,681,①②④⑥,False
c122,main,WFG4,0,teto,652,681,①②④⑥,False
c122,main,WFG4,1,teto,645,681,①②④⑥,False
c122,main,WFG4,10,teto,657,681,①②④⑥,False
c122,main,WFG4,11,teto,609,681,①②④⑥,False
c122,main,WFG4,12,teto,575,681,①②④⑥,False
c122,main,WFG4,13,teto,588,681,①②④⑥,False
c122,main,WFG4,14,teto,675,681,①②④⑥,False
c122,main,WFG4,15,teto,589,681,①②④⑥,False
c122,main,WFG4,16,teto,620,681,①②④⑥,False
c122,main,WFG4,17,teto,622,681,①②④⑥,False
c122,main,WFG4,18,fail,593,681,①②③④⑥,False
c122,main,WFG4,19,teto,593,681,①②④⑥,False
c122,main,WFG4,2,ok,681,681,①②④⑥,False
c122,main,WFG4,20,teto,565,681,①②④⑥,False
c122,main,WFG4,21,teto,591,681,①②④⑥,False
c122,main,WFG4,22,teto,624,681,①②④⑥,False
c122,main,WFG4,23,teto,663,681,①②④⑥,False
c122,main,WFG4,24,teto,627,681,①②④⑥,False
c122,main,WFG4,25,fail,353,681,①②③④⑥,False
c122,main,WFG4,26,fail,431,681,①②③④⑥,False
c122,main,WFG4,27,teto,601,681,①②④⑥,False
c122,main,WFG4,28,teto,607,681,①②④⑥,False
c122,main,WFG4,3,teto,678,681,①②④⑥,False
c122,main,WFG4,4,ok,681,681,①②④⑥,False
c122,main,WFG4,42,teto,581,681,①②④⑥,False
c122,main,WFG4,5,ok,681,681,①②④⑥,False
c122,main,WFG4,6,ok,681,681,①②④⑥,False
c122,main,WFG4,7,ok,681,681,①②④⑥,False
c122,main,WFG4,8,teto,547,681,①②④⑥,False
c122,main,WFG4,9,teto,605,681,①②④⑥,False
c122,main,WFG5,0,ok,681,681,①②④⑥,False
c122,main,WFG5,1,ok,681,681,①②④⑥,False
c122,main,WFG5,10,ok,681,681,①②④⑥,False
c122,main,WFG5,11,ok,681,681,①②④⑥,False
c122,main,WFG5,12,ok,681,681,①②④⑥,False
c122,main,WFG5,13,ok,681,681,①②④⑥,False
c122,main,WFG5,14,ok,681,681,①②④⑥,False
c122,main,WFG5,15,ok,681,681,①②④⑥,False
c122,main,WFG5,16,teto,636,681,①②④⑥,False
c122,main,WFG5,17,ok,681,681,①②④⑥,False
c122,main,WFG5,18,fail,654,681,①②③④⑥,False
c122,main,WFG5,19,ok,681,681,①②④⑥,False
c122,main,WFG5,2,ok,681,681,①②④⑥,False
c122,main,WFG5,20,ok,681,681,①②④⑥,False
c122,main,WFG5,21,ok,681,681,①②④⑥,False
c122,main,WFG5,22,ok,681,681,①②④⑥,False
c122,main,WFG5,23,teto,618,681,①②④⑥,False
c122,main,WFG5,24,ok,681,681,①②④⑥,False
c122,main,WFG5,25,fail,365,681,①②③④⑥,False
c122,main,WFG5,27,teto,562,681,①②④⑥,False
c122,main,WFG5,28,ok,681,681,①②④⑥,False
c122,main,WFG5,3,ok,681,681,①②④⑥,False
c122,main,WFG5,4,ok,681,681,①②④⑥,False
c122,main,WFG5,42,teto,654,681,①②④⑥,False
c122,main,WFG5,5,ok,681,681,①②④⑥,False
c122,main,WFG5,6,ok,681,681,①②④⑥,False
c122,main,WFG5,7,ok,681,681,①②④⑥,False
c122,main,WFG5,8,teto,582,681,①②④⑥,False
c122,main,WFG5,9,teto,647,681,①②④⑥,False
c122,main,WFG9,0,ok,681,681,①②④⑥,False
c122,main,WFG9,1,ok,681,681,①②④⑥,False
c122,main,WFG9,10,ok,681,681,①②④⑥,False
c122,main,WFG9,11,teto,646,681,①②④⑥,False
c122,main,WFG9,12,teto,627,681,①②④⑥,False
c122,main,WFG9,13,teto,564,681,①②④⑥,False
c122,main,WFG9,14,ok,681,681,①②④⑥,False
c122,main,WFG9,15,teto,628,681,①②④⑥,False
c122,main,WFG9,16,teto,629,681,①②④⑥,False
c122,main,WFG9,17,teto,597,681,①②④⑥,False
c122,main,WFG9,18,fail,398,681,①②③④⑥,False
c122,main,WFG9,19,teto,572,681,①②④⑥,False
c122,main,WFG9,2,teto,604,681,①②④⑥,False
c122,main,WFG9,20,teto,615,681,①②④⑥,False
c122,main,WFG9,21,teto,541,681,①②④⑥,False
c122,main,WFG9,22,teto,672,681,①②④⑥,False
c122,main,WFG9,23,teto,583,681,①②④⑥,False
c122,main,WFG9,24,teto,597,681,①②④⑥,False
c122,main,WFG9,25,fail,348,681,①②③④⑥,False
c122,main,WFG9,27,teto,557,681,①②④⑥,False
c122,main,WFG9,28,teto,590,681,①②④⑥,False
c122,main,WFG9,3,ok,681,681,①②④⑥,False
c122,main,WFG9,4,ok,681,681,①②④⑥,False
c122,main,WFG9,42,teto,550,681,①②④⑥,False
c122,main,WFG9,5,teto,640,681,①②④⑥,False
c122,main,WFG9,6,teto,680,681,①②④⑥,False
c122,main,WFG9,7,teto,670,681,①②④⑥,False
c122,main,WFG9,8,teto,565,681,①②④⑥,False
c122,main,WFG9,9,teto,537,681,①②④⑥,False
c122,main,ZDT1,0,ok,929,929,①②④⑥,False
c122,main,ZDT1,1,ok,929,929,①②④⑥,False
c122,main,ZDT1,10,ok,929,929,①②④⑥,False
c122,main,ZDT1,11,ok,929,929,①②④⑥,False
c122,main,ZDT1,12,ok,929,929,①②④⑥,False
c122,main,ZDT1,13,ok,929,929,①②④⑥,False
c122,main,ZDT1,14,ok,929,929,①②④⑥,False
c122,main,ZDT1,15,ok,929,929,①②④⑥,False
c122,main,ZDT1,16,ok,929,929,①②④⑥,False
c122,main,ZDT1,17,ok,929,929,①②④⑥,False
c122,main,ZDT1,19,ok,929,929,①②④⑥,False
c122,main,ZDT1,2,ok,929,929,①②④⑥,False
c122,main,ZDT1,20,ok,929,929,①②④⑥,False
c122,main,ZDT1,21,ok,929,929,①②④⑥,False
c122,main,ZDT1,22,ok,929,929,①②④⑥,False
c122,main,ZDT1,23,ok,929,929,①②④⑥,False
c122,main,ZDT1,24,ok,929,929,①②④⑥,False
c122,main,ZDT1,27,ok,929,929,①②④⑥,False
c122,main,ZDT1,28,teto,913,929,①②④⑥,False
c122,main,ZDT1,3,ok,929,929,①②④⑥,False
c122,main,ZDT1,4,ok,929,929,①②④⑥,False
c122,main,ZDT1,42,teto,894,929,①②④⑥,False
c122,main,ZDT1,5,ok,929,929,①②④⑥,False
c122,main,ZDT1,6,ok,929,929,①②④⑥,False
c122,main,ZDT1,7,fail,923,929,①②③④⑥,False
c122,main,ZDT1,8,ok,929,929,①②④⑥,False
c122,main,ZDT1,9,ok,929,929,①②④⑥,False
c122,main,ZDT3,0,teto,929,929,①②④⑥,False
c122,main,ZDT3,1,ok,929,929,①②④⑥,False
c122,main,ZDT3,10,teto,917,929,①②④⑥,False
c122,main,ZDT3,11,teto,849,929,①②④⑥,False
c122,main,ZDT3,12,teto,831,929,①②④⑥,False
c122,main,ZDT3,13,teto,864,929,①②④⑥,False
c122,main,ZDT3,14,ok,929,929,①②④⑥,False
c122,main,ZDT3,15,teto,857,929,①②④⑥,False
c122,main,ZDT3,16,teto,789,929,①②④⑥,False
c122,main,ZDT3,17,teto,902,929,①②④⑥,False
c122,main,ZDT3,19,teto,771,929,①②④⑥,False
c122,main,ZDT3,2,ok,929,929,①②④⑥,False
c122,main,ZDT3,20,teto,829,929,①②④⑥,False
c122,main,ZDT3,21,teto,858,929,①②④⑥,False
c122,main,ZDT3,22,teto,811,929,①②④⑥,False
c122,main,ZDT3,23,teto,815,929,①②④⑥,False
c122,main,ZDT3,24,teto,824,929,①②④⑥,False
c122,main,ZDT3,27,teto,907,929,①②④⑥,False
c122,main,ZDT3,28,teto,834,929,①②④⑥,False
c122,main,ZDT3,3,ok,929,929,①②④⑥,False
c122,main,ZDT3,4,teto,892,929,①②④⑥,False
c122,main,ZDT3,42,teto,782,929,①②④⑥,False
c122,main,ZDT3,5,ok,929,929,①②④⑥,False
c122,main,ZDT3,6,teto,903,929,①②④⑥,False
c122,main,ZDT3,7,fail,804,929,①②③④⑥,False
c122,main,ZDT3,8,teto,828,929,①②④⑥,False
c122,main,ZDT3,9,teto,791,929,①②④⑥,False
c122,main,ZDT4,0,ok,309,309,①②④⑥,False
c122,main,ZDT4,1,ok,309,309,①②④⑥,False
c122,main,ZDT4,10,ok,309,309,①②④⑥,False
c122,main,ZDT4,11,ok,309,309,①②④⑥,False
c122,main,ZDT4,12,ok,309,309,①②④⑥,False
c122,main,ZDT4,13,ok,309,309,①②④⑥,False
c122,main,ZDT4,14,ok,309,309,①②④⑥,False
c122,main,ZDT4,15,ok,309,309,①②④⑥,False
c122,main,ZDT4,16,ok,309,309,①②④⑥,False
c122,main,ZDT4,17,ok,309,309,①②④⑥,False
c122,main,ZDT4,18,ok,309,309,①②④⑥,False
c122,main,ZDT4,19,ok,309,309,①②④⑥,False
c122,main,ZDT4,2,ok,309,309,①②④⑥,False
c122,main,ZDT4,20,ok,309,309,①②④⑥,False
c122,main,ZDT4,21,ok,309,309,①②④⑥,False
c122,main,ZDT4,22,ok,309,309,①②④⑥,False
c122,main,ZDT4,23,ok,309,309,①②④⑥,False
c122,main,ZDT4,24,ok,309,309,①②④⑥,False
c122,main,ZDT4,25,ok,309,309,①②④⑥,False
c122,main,ZDT4,26,ok,309,309,①②④⑥,False
c122,main,ZDT4,27,ok,309,309,①②④⑥,False
c122,main,ZDT4,28,ok,309,309,①②④⑥,False
c122,main,ZDT4,3,ok,309,309,①②④⑥,False
c122,main,ZDT4,4,ok,309,309,①②④⑥,False
c122,main,ZDT4,42,ok,309,309,①②④⑥,False
c122,main,ZDT4,5,ok,309,309,①②④⑥,False
c122,main,ZDT4,6,ok,309,309,①②④⑥,False
c122,main,ZDT4,7,ok,309,309,①②③④⑥,False
c122,main,ZDT4,8,ok,309,309,①②④⑥,False
c122,main,ZDT4,9,ok,309,309,①②④⑥,False
c122,main,ZDT6,0,ok,309,309,①②④⑥,False
c122,main,ZDT6,1,ok,309,309,①②④⑥,False
c122,main,ZDT6,10,ok,309,309,①②④⑥,False
c122,main,ZDT6,11,ok,309,309,①②④⑥,False
c122,main,ZDT6,12,ok,309,309,①②④⑥,False
c122,main,ZDT6,13,ok,309,309,①②④⑥,False
c122,main,ZDT6,14,ok,309,309,①②④⑥,False
c122,main,ZDT6,15,ok,309,309,①②④⑥,False
c122,main,ZDT6,16,ok,309,309,①②④⑥,False
c122,main,ZDT6,17,ok,309,309,①②④⑥,False
c122,main,ZDT6,18,ok,309,309,①②④⑥,False
c122,main,ZDT6,19,ok,309,309,①②④⑥,False
c122,main,ZDT6,2,ok,309,309,①②④⑥,False
c122,main,ZDT6,20,ok,309,309,①②④⑥,False
c122,main,ZDT6,21,ok,309,309,①②④⑥,False
c122,main,ZDT6,22,ok,309,309,①②④⑥,False
c122,main,ZDT6,23,ok,309,309,①②④⑥,False
c122,main,ZDT6,24,ok,309,309,①②④⑥,False
c122,main,ZDT6,25,ok,309,309,①②④⑥,False
c122,main,ZDT6,26,ok,309,309,①②④⑥,False
c122,main,ZDT6,27,ok,309,309,①②④⑥,False
c122,main,ZDT6,28,ok,309,309,①②④⑥,False
c122,main,ZDT6,3,ok,309,309,①②④⑥,False
c122,main,ZDT6,4,ok,309,309,①②④⑥,False
c122,main,ZDT6,42,ok,309,309,①②④⑥,False
c122,main,ZDT6,5,ok,309,309,①②④⑥,False
c122,main,ZDT6,6,ok,309,309,①②④⑥,False
c122,main,ZDT6,7,ok,309,309,①②③④⑥,False
c122,main,ZDT6,8,ok,309,309,①②④⑥,False
c122,main,ZDT6,9,ok,309,309,①②④⑥,False
c141,main,BBOB_F1,0,ok,309,309,①②③④⑥,False
c141,main,BBOB_F1,1,ok,309,309,①②③④⑥,False
c141,main,BBOB_F1,10,ok,309,309,①②③④⑥,False
c141,main,BBOB_F1,11,ok,309,309,①②③④⑥,False
c141,main,BBOB_F1,12,ok,309,309,①②③④⑥,False
c141,main,BBOB_F1,13,ok,309,309,①②③④⑥,False
c141,main,BBOB_F1,14,ok,309,309,①②③④⑥,False
c141,main,BBOB_F1,15,ok,309,309,①②③④⑥,False
c141,main,BBOB_F1,16,ok,309,309,①②③④⑥,False
c141,main,BBOB_F1,17,ok,309,309,①②③④⑥,False
c141,main,BBOB_F1,18,ok,309,309,①②③④⑥,False
c141,main,BBOB_F1,19,ok,309,309,①②③④⑥,False
c141,main,BBOB_F1,2,ok,309,309,①②③④⑥,False
c141,main,BBOB_F1,20,ok,309,309,①②③④⑥,False
c141,main,BBOB_F1,21,ok,309,309,①②③④⑥,False
c141,main,BBOB_F1,22,ok,309,309,①②③④⑥,False
c141,main,BBOB_F1,23,ok,309,309,①②③④⑥,False
c141,main,BBOB_F1,24,ok,309,309,①②③④⑥,False
c141,main,BBOB_F1,25,ok,309,309,①②③④⑥,False
c141,main,BBOB_F1,26,ok,309,309,①②③④⑥,False
c141,main,BBOB_F1,27,ok,309,309,①②③④⑥,False
c141,main,BBOB_F1,28,ok,309,309,①②③④⑥,False
c141,main,BBOB_F1,3,ok,309,309,①②③④⑥,False
c141,main,BBOB_F1,4,ok,309,309,①②③④⑥,False
c141,main,BBOB_F1,42,ok,309,309,①②③④⑥,False
c141,main,BBOB_F1,5,ok,309,309,①②③④⑥,False
c141,main,BBOB_F1,6,ok,309,309,①②③④⑥,False
c141,main,BBOB_F1,7,ok,309,309,①②③④⑥,False
c141,main,BBOB_F1,8,ok,309,309,①②③④⑥,False
c141,main,BBOB_F1,9,ok,309,309,①②③④⑥,False
c141,main,BBOB_F17,0,ok,309,309,①②③④⑥,False
c141,main,BBOB_F17,1,ok,309,309,①②③④⑥,False
c141,main,BBOB_F17,10,ok,309,309,①②③④⑥,False
c141,main,BBOB_F17,11,ok,309,309,①②③④⑥,False
c141,main,BBOB_F17,12,ok,309,309,①②③④⑥,False
c141,main,BBOB_F17,13,ok,309,309,①②③④⑥,False
c141,main,BBOB_F17,14,ok,309,309,①②③④⑥,False
c141,main,BBOB_F17,15,ok,309,309,①②③④⑥,False
c141,main,BBOB_F17,16,ok,309,309,①②③④⑥,False
c141,main,BBOB_F17,17,ok,309,309,①②③④⑥,False
c141,main,BBOB_F17,18,ok,309,309,①②③④⑥,False
c141,main,BBOB_F17,19,ok,309,309,①②③④⑥,False
c141,main,BBOB_F17,2,ok,309,309,①②③④⑥,False
c141,main,BBOB_F17,20,ok,309,309,①②③④⑥,False
c141,main,BBOB_F17,21,ok,309,309,①②③④⑥,False
c141,main,BBOB_F17,22,ok,309,309,①②③④⑥,False
c141,main,BBOB_F17,23,ok,309,309,①②③④⑥,False
c141,main,BBOB_F17,24,ok,309,309,①②③④⑥,False
c141,main,BBOB_F17,25,ok,309,309,①②③④⑥,False
c141,main,BBOB_F17,26,ok,309,309,①②③④⑥,False
c141,main,BBOB_F17,27,ok,309,309,①②③④⑥,False
c141,main,BBOB_F17,28,ok,309,309,①②③④⑥,False
c141,main,BBOB_F17,3,ok,309,309,①②③④⑥,False
c141,main,BBOB_F17,4,ok,309,309,①②③④⑥,False
c141,main,BBOB_F17,42,ok,309,309,①②③④⑥,False
c141,main,BBOB_F17,5,ok,309,309,①②③④⑥,False
c141,main,BBOB_F17,6,ok,309,309,①②③④⑥,False
c141,main,BBOB_F17,7,ok,309,309,①②③④⑥,False
c141,main,BBOB_F17,8,ok,309,309,①②③④⑥,False
c141,main,BBOB_F17,9,ok,309,309,①②③④⑥,False
c141,main,BBOB_F22,0,ok,309,309,①②③④⑥,False
c141,main,BBOB_F22,1,ok,309,309,①②③④⑥,False
c141,main,BBOB_F22,10,ok,309,309,①②③④⑥,False
c141,main,BBOB_F22,11,ok,309,309,①②③④⑥,False
c141,main,BBOB_F22,12,ok,309,309,①②③④⑥,False
c141,main,BBOB_F22,13,ok,309,309,①②③④⑥,False
c141,main,BBOB_F22,14,ok,309,309,①②③④⑥,False
c141,main,BBOB_F22,15,ok,309,309,①②③④⑥,False
c141,main,BBOB_F22,16,ok,309,309,①②③④⑥,False
c141,main,BBOB_F22,17,ok,309,309,①②③④⑥,False
c141,main,BBOB_F22,18,ok,309,309,①②③④⑥,False
c141,main,BBOB_F22,19,ok,309,309,①②③④⑥,False
c141,main,BBOB_F22,2,ok,309,309,①②③④⑥,False
c141,main,BBOB_F22,20,ok,309,309,①②③④⑥,False
c141,main,BBOB_F22,21,ok,309,309,①②③④⑥,False
c141,main,BBOB_F22,22,ok,309,309,①②③④⑥,False
c141,main,BBOB_F22,23,ok,309,309,①②③④⑥,False
c141,main,BBOB_F22,24,ok,309,309,①②③④⑥,False
c141,main,BBOB_F22,25,ok,309,309,①②③④⑥,False
c141,main,BBOB_F22,26,ok,309,309,①②③④⑥,False
c141,main,BBOB_F22,27,ok,309,309,①②③④⑥,False
c141,main,BBOB_F22,28,ok,309,309,①②③④⑥,False
c141,main,BBOB_F22,3,ok,309,309,①②③④⑥,False
c141,main,BBOB_F22,4,ok,309,309,①②③④⑥,False
c141,main,BBOB_F22,42,ok,309,309,①②③④⑥,False
c141,main,BBOB_F22,5,ok,309,309,①②③④⑥,False
c141,main,BBOB_F22,6,ok,309,309,①②③④⑥,False
c141,main,BBOB_F22,7,ok,309,309,①②③④⑥,False
c141,main,BBOB_F22,8,ok,309,309,①②③④⑥,False
c141,main,BBOB_F22,9,ok,309,309,①②③④⑥,False
c141,main,BBOB_F37,0,ok,309,309,①②③④⑥,False
c141,main,BBOB_F37,1,ok,309,309,①②③④⑥,False
c141,main,BBOB_F37,10,ok,309,309,①②③④⑥,False
c141,main,BBOB_F37,11,ok,309,309,①②③④⑥,False
c141,main,BBOB_F37,12,ok,309,309,①②③④⑥,False
c141,main,BBOB_F37,13,ok,309,309,①②③④⑥,False
c141,main,BBOB_F37,14,ok,309,309,①②③④⑥,False
c141,main,BBOB_F37,15,ok,309,309,①②③④⑥,False
c141,main,BBOB_F37,16,ok,309,309,①②③④⑥,False
c141,main,BBOB_F37,17,ok,309,309,①②③④⑥,False
c141,main,BBOB_F37,18,ok,309,309,①②③④⑥,False
c141,main,BBOB_F37,19,ok,309,309,①②③④⑥,False
c141,main,BBOB_F37,2,ok,309,309,①②③④⑥,False
c141,main,BBOB_F37,20,ok,309,309,①②③④⑥,False
c141,main,BBOB_F37,21,ok,309,309,①②③④⑥,False
c141,main,BBOB_F37,22,ok,309,309,①②③④⑥,False
c141,main,BBOB_F37,23,ok,309,309,①②③④⑥,False
c141,main,BBOB_F37,24,ok,309,309,①②③④⑥,False
c141,main,BBOB_F37,25,ok,309,309,①②③④⑥,False
c141,main,BBOB_F37,26,ok,309,309,①②③④⑥,False
c141,main,BBOB_F37,27,ok,309,309,①②③④⑥,False
c141,main,BBOB_F37,28,ok,309,309,①②③④⑥,False
c141,main,BBOB_F37,3,ok,309,309,①②③④⑥,False
c141,main,BBOB_F37,4,ok,309,309,①②③④⑥,False
c141,main,BBOB_F37,42,ok,309,309,①②③④⑥,False
c141,main,BBOB_F37,5,ok,309,309,①②③④⑥,False
c141,main,BBOB_F37,6,ok,309,309,①②③④⑥,False
c141,main,BBOB_F37,7,ok,309,309,①②③④⑥,False
