problema,geracao,rel_ddof1,rel_ddof0
BBOB_F1,1,0.03523719446068522,0.15473237027355596
BBOB_F1,2,0.015381885497251408,0.19568295273997244
BBOB_F1,3,0.00821975400106887,0.18515877717943452
BBOB_F1,4,0.004826890076977949,0.1835034167189435
BBOB_F1,5,0.002820817661903094,0.18404412276583554
BBOB_F1,6,0.002723172329072902,0.1835034450616618
BBOB_F1,7,0.0025539152477255657,0.18371214645147182
BBOB_F1,8,0.0021293956436645037,0.18395457140202381
BBOB_F1,9,0.002530801807803607,0.18504791349745192
BBOB_F1,10,0.002111911663813688,0.1846292039660432
BBOB_F1,11,0.0014819736130411354,0.1836508532398399
BBOB_F1,12,0.016833607372332453,0.1915140057203084
BBOB_F1,13,0.001391389940558073,0.1844997519469221
BBOB_F1,14,0.0016035179538632467,0.18431998335396035
BBOB_F1,15,0.001824919418629562,0.18484979843753388
BBOB_F1,16,0.001103397396322283,0.18399436242536815
BBOB_F1,17,0.0010270136988733021,0.18401265271049427
BBOB_F1,18,0.0028483157128853112,0.18410546036247755
BBOB_F1,19,0.0007563639591493051,0.18373453919399174
BBOB_F1,20,0.0008051663248637698,0.18379127452841576
BBOB_F1,21,0.000666561555885114,0.18383864280221165
BBOB_F1,22,0.0005537174075379656,0.18371305430433305
BBOB_F1,23,0.01076409382297918,0.18755721039196238
BBOB_F1,24,0.0005694346819483497,0.1836799406038331
BBOB_F1,25,0.0005888878556118013,0.1836613781259826
BBOB_F1,26,0.000515952457684696,0.18368889305544467
BBOB_F1,27,0.0004829517118548498,0.18369928475048597
BBOB_F1,28,0.004623507064593157,0.18356898576260705
BBOB_F1,29,0.0003612155851686269,0.18363330830920246
BBOB_F1,30,0.000334166045554981,0.1836732000783251
BBOB_F1,31,0.00029474733417352635,0.18368317322772015
BBOB_F1,32,0.004511971043805709,0.18340756051191215
BBOB_F1,33,0.0003700966411166332,0.1836681596104046
BBOB_F1,34,0.00029565870941193,0.1836595474209887
BBOB_F1,35,0.00029017053936643213,0.1836660569355771
BBOB_F1,36,0.0002322158202770851,0.1836210786989224
BBOB_F1,37,0.004239706265940389,0.1835168815690537
BBOB_F1,38,0.0002148877451120529,0.18359137697762162
BBOB_F1,39,0.0002451500847701916,0.18358210669252745
BBOB_F1,40,0.00021620372803512084,0.18357562268505367
BBOB_F1,41,0.0002312606462941143,0.18358694633921768
BBOB_F1,42,0.00016378438082712178,0.1835475178690229
BBOB_F1,43,0.00020087362468085656,0.1835649621762007
BBOB_F1,44,0.00016622923169671574,0.18356154354604545
BBOB_F1,45,0.0008541415348193157,0.18350340794208386
BBOB_F1,46,0.00012869521297090837,0.18353946724303463
BBOB_F1,47,0.00010462639757025552,0.18352226619000447
BBOB_F1,48,0.00012441749438098267,0.18352970741972735
BBOB_F1,49,0.00013016199234394367,0.18353818444906234
BBOB_F1,50,0.007032938900498229,0.18350341571546752
BBOB_F1,51,0.00020879119436209906,0.1835368813402527
BBOB_F1,52,0.00014550179549007824,0.18355053050174788
BBOB_F1,53,0.00014428842265317479,0.1835553843604213
BBOB_F1,54,0.00011096786771693334,0.18353576941813154
BBOB_F1,55,0.00012719733126238613,0.18352366574380183
BBOB_F1,56,0.00011324146677162792,0.18353356844750507
BBOB_F1,57,0.003403216934839841,0.18350338711283204
BBOB_F1,58,0.0004687762536265838,0.18351079549200983
BBOB_F1,59,0.00010082102915073643,0.18352325443483633
BBOB_F17,1,0.1315873368200337,0.22295977890418633
BBOB_F17,2,0.07375440667335076,0.2138973244514849
BBOB_F17,3,0.04193601771105863,0.19951928628854054
BBOB_F17,4,0.0364057990592709,0.17810641960241905
BBOB_F17,5,0.021567545582017383,0.1975256772132179
BBOB_F17,6,0.02742537631044315,0.19804345133223777
BBOB_F17,7,0.015572462725234226,0.18326253560062958
BBOB_F17,8,0.011257402361486498,0.1887636926409458
BBOB_F17,9,0.00871794343123784,0.18454676206395018
BBOB_F17,10,0.009596685231667394,0.18307436854515813
BBOB_F17,11,0.01510078200006186,0.1840850595243932
BBOB_F17,12,0.0108823700226524,0.1875492322817826
BBOB_F17,13,0.012852186464752367,0.1893689174853253
BBOB_F17,14,0.011531613545275796,0.18349088138506994
BBOB_F17,15,0.011281039658991392,0.17884423310532574
BBOB_F17,16,0.016806533002902815,0.17767147474069842
BBOB_F17,17,0.008779732322180975,0.17928832350612983
BBOB_F17,18,0.00959770355201685,0.18578591634424757
BBOB_F17,19,0.011252700811486032,0.17744005130880497
BBOB_F17,20,0.00728504938132954,0.18061079779675066
BBOB_F17,21,0.009019847288244764,0.1769872611328362
BBOB_F17,22,0.006190195830841959,0.18619644795149884
BBOB_F17,23,0.008991410245157011,0.1795585238642116
BBOB_F17,24,0.004844682967819791,0.18310278647115275
BBOB_F17,25,0.008187641534201389,0.1788288281893443
BBOB_F17,26,0.0047575413413552346,0.18266578192896424
BBOB_F17,27,0.005201186726603734,0.18352802448953304
BBOB_F17,28,0.0038052155006075587,0.18191370905509877
BBOB_F17,29,0.005257717067249533,0.18236199318405966
BBOB_F17,30,0.003561608663090214,0.18193645792483587
BBOB_F17,31,0.006316861123369184,0.18101359114540005
BBOB_F17,32,0.0048624986470972315,0.18642102299681285
BBOB_F17,33,0.007983771286561024,0.1886032307048215
BBOB_F17,34,0.005962700100217766,0.18424755975862414
BBOB_F17,35,0.0037107632185293714,0.1835033958784249
BBOB_F17,36,0.008774420941258326,0.18331220211441054
BBOB_F17,37,0.00915075622251588,0.1830812733205123
BBOB_F17,38,0.007937700243247404,0.1825467348212657
BBOB_F17,39,0.0035637387325812278,0.1835034186375754
BBOB_F17,40,0.0026102307724958857,0.1842299785349953
BBOB_F17,41,0.002728659594994684,0.1837555060850493
BBOB_F17,42,0.004887082955391333,0.18147319732375888
BBOB_F17,43,0.003978130862603152,0.1841584835487129
BBOB_F17,44,0.0027689665566921727,0.1848537979246091
BBOB_F17,45,0.0020345774429004464,0.18499314890368768
BBOB_F17,46,0.0017608361968872504,0.18383872316015742
BBOB_F17,47,0.0025936432497640728,0.1841541230695139
BBOB_F17,48,0.00158989927478387,0.18351403824927887
BBOB_F17,49,0.001397582773434746,0.1834536295798681
BBOB_F17,50,0.0019879219253818746,0.18384425315244513
BBOB_F17,51,0.0022777786784387386,0.1834723890459161
